0.4672, 3015.3472
2.2120, 4058.5279
4.1495, 5287.1466
6.0660, 6116.4585
8.5824, 6142.6480
10.3821, 5768.7531
11.6361, 4994.1977
13.3718, 4764.5112
14.7351, 4069.8307
16.2890, 3794.0675
17.1442, 3009.6224
19.0249, 2548.8227
20.8950, 1920.1958
23.1554, 1400.5000
25.0304, 983.7571
26.7371, 539.1908
28.7894, 373.2837
30.9776, 144.3948
32.8805, 64.2668
35.2235, 336.3606
37.5401, 211.4095
39.5775, 337.0196
41.6990, 317.1482
43.9793, 287.3443
45.8953, 371.7625
48.0758, 790.4004
50.3331, 953.3747
52.4916, 953.3747
54.8259, 840.3605
56.7754, 1049.4368
59.0742, 1533.2863
61.1257, 2102.7944
63.1084, 2636.7213
65.4427, 2897.5233
67.6410, 2377.0147
69.5854, 1928.4048
71.5284, 1368.1457
73.4428, 1045.9436
75.1854, 564.4404
77.2315, 646.6165
79.3900, 838.1002
81.5747, 855.2903
83.7380, 1143.4550
85.8656, 1677.1655
88.0241, 2394.6753
90.1826, 3268.4707
92.3411, 4121.9453
94.4996, 4868.4790
96.6581, 5775.6909
98.7084, 6585.5360
101.0261, 7148.5053
102.9953, 7453.0415
105.4736, 7567.3859
107.2837, 7276.6023
108.8631, 6542.3131
110.6731, 6156.0967
111.7107, 5351.2166
112.6974, 4340.5682
114.2424, 3628.3340
116.0121, 3304.4940
118.5006, 3326.5883
120.4795, 3984.3952
121.7559, 5244.4936
122.9062, 6249.5972
123.9607, 7341.5028
125.2014, 8574.6997
126.1461, 10061.5374
125.1754, 7389.5338
127.6892, 11072.0623
129.7000, 11505.4243
131.6786, 11431.0377
133.0531, 10587.8672
134.7963, 9874.4850
136.1631, 8734.8832
137.1427, 7675.7988
138.8919, 6831.9052
140.0966, 5768.4213
141.9143, 5333.2050
142.6411, 4462.6217
144.5360, 3690.5557
146.4804, 3064.9392
147.2898, 2425.5260
149.1720, 2243.2873
151.2212, 1952.4203
153.4760, 1996.5377
155.6022, 2187.4029
157.9458, 2292.5320
159.7834, 2771.5678
161.5494, 3860.1258
163.5721, 4570.5404
165.5978, 4989.9031
168.0118, 5407.6664
170.0273, 6188.9462
172.0833, 7324.9801
173.2985, 8689.3909
174.1471, 9708.9963
175.2123, 10604.5798
176.0381, 11600.8952
176.5993, 12943.5228
177.7903, 13825.2139
178.6999, 14937.6114
179.7784, 15867.7704
180.6717, 16920.5869
182.1502, 17910.3417
184.1432, 18193.1846
186.0070, 18037.7324
187.4320, 17005.3476
189.2335, 16132.0366
190.9686, 15037.3850
192.1484, 13859.9191
192.2375, 12476.1505
193.4339, 11462.5658
194.0680, 10269.4748
193.1686, 14190.7288
194.6227, 8940.2502
195.3159, 7719.8995
195.2026, 10156.1216
196.6246, 6589.3144
197.7562, 5563.1148
199.3642, 4802.5597
201.3461, 5011.2585
203.5021, 5828.6231
204.6829, 6857.4977
205.9046, 7961.5398
205.6216, 6678.6744
207.8039, 8606.6128
209.9704, 8396.7549
211.7914, 7702.0870
213.4061, 6653.8073
214.7123, 6496.1565
